article_id,title,year,is_relevant,relevance_score,relevance_labels,exclusion_reason,primary_url,pdf_urls,publisher_urls,doi,arxiv_id,identifiers,publishers,source_email_count,raw_record_count,first_seen_email_ts,last_seen_email_ts
gsa-0708c0d0d617,Energy-Efficient Task Offloading and DNN Inference in Dynamic STAR-RIS Assisted MEC With Decomposition Based DRL,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11106326/,[],"[""https://ieeexplore.ieee.org/abstract/document/11106326/""]",,,"{""ieee_document_id"": [""11106326""]}","[""IEEE Xplore""]",1,1,2025-08-05T00:55:25,2025-08-05T00:55:25
gsa-8b4ac3230e6d,"ECO-V2G: Joint Optimization of EV Charging, Discharging, and Task Offloading in V2G Networks with Heuristic McCormick",2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11105542/,[],"[""https://ieeexplore.ieee.org/abstract/document/11105542/""]",,,"{""ieee_document_id"": [""11105542""]}","[""IEEE Xplore""]",1,1,2025-08-05T00:55:25,2025-08-05T00:55:25
gsa-7507e604824a,Computation Offloading Based on Multi-Agent Deep Reinforcement Learning in Vehicle Edge-Cloud Computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11085100/,[],"[""https://ieeexplore.ieee.org/abstract/document/11085100/""]",,,"{""ieee_document_id"": [""11085100""]}","[""IEEE Xplore""]",1,1,2025-08-05T00:55:25,2025-08-05T00:55:25
gsa-0fb1e5e39a40,Category Attribute-Oriented Heterogeneous Resource Allocation and Task Offloading for SAGIN Edge Computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.mdpi.com/2224-2708/14/4/81,[],"[""https://www.mdpi.com/2224-2708/14/4/81""]",,,"{""mdpi_path"": [""2224-2708/14/4/81""]}","[""MDPI""]",1,1,2025-08-05T00:55:25,2025-08-05T00:55:25
gsa-dee92007a17e,Оценка производительности распределенных вычислений методами математического моделирования в инжиниринге,2025,True,5,"[""computing_context"", ""strong_computing_context""]",,https://rep.polessu.by/bitstream/123456789/34233/1/Otsenka_proizvoditelnosti_raspredelennykh_vychislenii.pdf,"[""https://rep.polessu.by/bitstream/123456789/34233/1/Otsenka_proizvoditelnosti_raspredelennykh_vychislenii.pdf""]",[],,,{},"[""rep.polessu.by""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-9c682eb859be,Mobility-aware task offloading in UAV-MEC-assisted IoV: A two-stage approach,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.sciencedirect.com/science/article/pii/S1570870525002045,[],"[""https://www.sciencedirect.com/science/article/pii/S1570870525002045""]",,,"{""sciencedirect_pii"": [""S1570870525002045""]}","[""ScienceDirect""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-db004444069d,Large Language Model-Based Task Offloading and Resource Allocation for Digital Twin Edge Computing Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://arxiv.org/pdf/2507.19050,"[""https://arxiv.org/pdf/2507.19050""]",[],,2507.19050,"{""arxiv_id"": [""2507.19050""]}","[""arXiv""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-88602b139d5a,Federated Prompt-based Decision Transformer for Resource Allocation of Customized VR Streaming in Mobile Edge Computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11080254/,[],"[""https://ieeexplore.ieee.org/abstract/document/11080254/""]",,,"{""ieee_document_id"": [""11080254""]}","[""IEEE Xplore""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-2b6ab1c7cbe2,Adaptive Computation Offloading Scheme Based on a Collaborative Architecture with Heterogeneous MEC Nodes: a DRL Approach,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11072330/,[],"[""https://ieeexplore.ieee.org/abstract/document/11072330/""]",,,"{""ieee_document_id"": [""11072330""]}","[""IEEE Xplore""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-e651a9c3f0e3,A Lyapunov-Guided Diffusion-Based Reinforcement Learning Approach for UAV-Assisted Vehicular Networks with Delayed CSI Feedback,2025,True,5,"[""computing_context"", ""adaptive_learning_context"", ""network_context""]",,https://arxiv.org/pdf/2507.20524,"[""https://arxiv.org/pdf/2507.20524""]",[],,2507.20524,"{""arxiv_id"": [""2507.20524""]}","[""arXiv""]",1,1,2025-08-01T08:54:09,2025-08-01T08:54:09
gsa-87ebf00eaed0,Multiple Reconfigurable Intelligent Surfaces Aided V2X Offloading Networks: A Federated Reinforcement Learning-Based Approach,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11096732/,[],"[""https://ieeexplore.ieee.org/abstract/document/11096732/""]",,,"{""ieee_document_id"": [""11096732""]}","[""IEEE Xplore""]",1,1,2025-07-30T22:53:05,2025-07-30T22:53:05
gsa-fdafa4133b21,Multi-Agent DRL-Based Coded Caching and Resource Allocation in UAV-Assisted Networks,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11083682/,[],"[""https://ieeexplore.ieee.org/abstract/document/11083682/""]",,,"{""ieee_document_id"": [""11083682""]}","[""IEEE Xplore""]",1,1,2025-07-30T22:53:05,2025-07-30T22:53:05
gsa-22198e4df386,Minimizing energy consumption of collaborative deployment and task offloading in two-tier UAV edge computing networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.sciencedirect.com/science/article/pii/S1383762125001833,[],"[""https://www.sciencedirect.com/science/article/pii/S1383762125001833""]",,,"{""sciencedirect_pii"": [""S1383762125001833""]}","[""ScienceDirect""]",1,1,2025-07-30T22:53:05,2025-07-30T22:53:05
gsa-d1555bf8cde3,Task Offloading and Resource Scheduling in Mobile Edge-Cloud Computing Based on Edge Competition and Task Prediction,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11095833/,[],"[""https://ieeexplore.ieee.org/abstract/document/11095833/""]",,,"{""ieee_document_id"": [""11095833""]}","[""IEEE Xplore""]",1,1,2025-07-29T09:24:03,2025-07-29T09:24:03
gsa-dc60457e624d,Lightweight Federated Learning over Wireless Edge Networks,2025,True,7,"[""computing_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://arxiv.org/pdf/2507.09546,"[""https://arxiv.org/pdf/2507.09546""]",[],,2507.09546,"{""arxiv_id"": [""2507.09546""]}","[""arXiv""]",1,1,2025-07-29T09:24:03,2025-07-29T09:24:03
gsa-d762e756f43d,Dynamic Task Offloading and Resource Allocation for Air-Ground Integrated Networks Based on MADDPG,2025,True,3,"[""task_resource_context"", ""network_context""]",,https://journal.bit.edu.cn/jbit/en/article/pdf/preview/10.15918/j.jbit1004-0579.2024.124.pdf,"[""https://journal.bit.edu.cn/jbit/en/article/pdf/preview/10.15918/j.jbit1004-0579.2024.124.pdf""]",[],,,{},"[""journal.bit.edu.cn""]",1,1,2025-07-29T09:24:03,2025-07-29T09:24:03
gsa-56461cae745f,DRL-Based Resource Allocation in NOMA-Aided Industrial IoT Towards Energy Productivity Maximization,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11060652/,[],"[""https://ieeexplore.ieee.org/abstract/document/11060652/""]",,,"{""ieee_document_id"": [""11060652""]}","[""IEEE Xplore""]",1,1,2025-07-29T09:24:03,2025-07-29T09:24:03
gsa-2e5c3ded7bfa,Joint trajectory and incentive optimization for privacy-preserving UAV crowdsensing via multi-agent federated reinforcement learning,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://www.sciencedirect.com/science/article/pii/S2542660525002033,[],"[""https://www.sciencedirect.com/science/article/pii/S2542660525002033""]",,,"{""sciencedirect_pii"": [""S2542660525002033""]}","[""ScienceDirect""]",2,2,2025-07-13T09:45:53,2025-07-22T05:02:03
gsa-6072e29416c3,An Energy-Efficient and Privacy-Aware MEC-Enabled IoMT Health Monitoring System,2025,True,6,"[""computing_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11045822/,[],"[""https://ieeexplore.ieee.org/abstract/document/11045822/""]",,,"{""ieee_document_id"": [""11045822""]}","[""IEEE Xplore""]",2,2,2025-06-27T12:03:57,2025-07-13T09:45:53
gsa-9ba4aee5254e,Latency Fairness for MEC-Enabled Cell-free massive MIMO: ICA-and AI-based Approaches,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://vbn.aau.dk/files/785419171/Accepted_Author_Manuscript.pdf,"[""https://vbn.aau.dk/files/785419171/Accepted_Author_Manuscript.pdf""]",[],,,{},"[""vbn.aau.dk""]",2,2,2025-06-30T17:39:46,2025-07-05T20:44:57
gsa-e4809386496c,Federated Reinforcement Learning Framework for Mobile Robot Navigation Using ROS and Gazebo,2025,True,5,"[""computing_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11025184/,[],"[""https://ieeexplore.ieee.org/abstract/document/11025184/""]",,,"{""ieee_document_id"": [""11025184""]}","[""IEEE Xplore""]",1,1,2025-07-05T20:44:57,2025-07-05T20:44:57
gsa-a747d9e4eb73,EADRL: Efficiency-Aware Adaptive Deep Reinforcement Learning for Dynamic Task Scheduling in Edge-Cloud Environments,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://www.sciencedirect.com/science/article/pii/S2590123025019619,[],"[""https://www.sciencedirect.com/science/article/pii/S2590123025019619""]",,,"{""sciencedirect_pii"": [""S2590123025019619""]}","[""ScienceDirect""]",1,1,2025-07-02T04:04:30,2025-07-02T04:04:30
gsa-d5ea0df8081b,Distributed RL-based Resource Allocation and Task Offloading for Vehicular Edge of Things Computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11045983/,[],"[""https://ieeexplore.ieee.org/abstract/document/11045983/""]",,,"{""ieee_document_id"": [""11045983""]}","[""IEEE Xplore""]",1,1,2025-07-02T04:04:30,2025-07-02T04:04:30
gsa-ab852b000bd3,The Actor-Critic Update Order Matters for PPO in Federated Reinforcement Learning,2025,True,4,"[""computing_context"", ""adaptive_learning_context""]",,https://arxiv.org/pdf/2506.01261,"[""https://arxiv.org/pdf/2506.01261""]",[],,2506.01261,"{""arxiv_id"": [""2506.01261""]}","[""arXiv""]",1,1,2025-06-06T22:05:05,2025-06-06T22:05:05
gsa-645d8b99de45,MMTO: Multi-vehicle Multi-hop Task Offloading in MEC-enabled Vehicular Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.computer.org/csdl/journal/tm/5555/01/11023033/27fzjkmp0I0,[],"[""https://www.computer.org/csdl/journal/tm/5555/01/11023033/27fzjkmp0I0""]",,,{},"[""IEEE Computer Society""]",1,1,2025-06-06T22:05:05,2025-06-06T22:05:05
gsa-8311c3f5de5b,Learning Partonomic 3D Reconstruction from Image Collections,2025,True,4,"[""computing_context"", ""adaptive_learning_context""]",,https://openaccess.thecvf.com/content/CVPR2025/papers/Ruan_Learning_Partonomic_3D_Reconstruction_from_Image_Collections_CVPR_2025_paper.pdf,"[""https://openaccess.thecvf.com/content/CVPR2025/papers/Ruan_Learning_Partonomic_3D_Reconstruction_from_Image_Collections_CVPR_2025_paper.pdf""]",[],,,{},"[""CVF Open Access""]",1,1,2025-06-06T22:05:05,2025-06-06T22:05:05
gsa-f5c25647d2df,A Priority-Based Joint UAV Deployment and Task Scheduling Method in C-RAN with Multi-layer MEC,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11020747/,[],"[""https://ieeexplore.ieee.org/abstract/document/11020747/""]",,,"{""ieee_document_id"": [""11020747""]}","[""IEEE Xplore""]",1,1,2025-06-06T22:05:05,2025-06-06T22:05:05
gsa-a02668cfbc1a,Tensor-Based Efficient Federated Reinforcement Learning for Cyber-Physical-Social Intelligence,2025,True,4,"[""computing_context"", ""adaptive_learning_context""]",,https://ieeexplore.ieee.org/iel8/8254253/11002434/11002448.pdf,"[""https://ieeexplore.ieee.org/iel8/8254253/11002434/11002448.pdf""]",[],,,"{""ieee_document_id"": [""11002448""]}","[""IEEE Xplore""]",3,3,2025-05-23T19:06:39,2025-06-05T21:12:22
gsa-5154d10119e9,"Multi-Objective Dependent Task Scheduling, Resource Allocation, and Service Caching in Aerial-Ground Integrated MEC",2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11015727/,[],"[""https://ieeexplore.ieee.org/abstract/document/11015727/""]",,,"{""ieee_document_id"": [""11015727""]}","[""IEEE Xplore""]",1,1,2025-06-01T03:31:49,2025-06-01T03:31:49
gsa-9cd6faccae52,Minimizing Economic Costs and Task Processing Fails in MEC-Enabled Satellite-Ground Integrated Networks With MADDPG and Fuzzy Logic,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11016097/,[],"[""https://ieeexplore.ieee.org/abstract/document/11016097/""]",,,"{""ieee_document_id"": [""11016097""]}","[""IEEE Xplore""]",1,1,2025-06-01T03:31:49,2025-06-01T03:31:49
gsa-497c38c7431b,Dynamic Task Scheduling Optimization by Rolling Horizon Deep Reinforcement Learning for Distributed Satellite System,2025,True,6,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context""]",,https://www.sciencedirect.com/science/article/pii/S0957417425019694,[],"[""https://www.sciencedirect.com/science/article/pii/S0957417425019694""]",,,"{""sciencedirect_pii"": [""S0957417425019694""]}","[""ScienceDirect""]",1,1,2025-06-01T03:31:49,2025-06-01T03:31:49
gsa-6a070e0e2d2c,BQProfit: Budget and QoS aware task offloading and resource allocation for Profit maximization under MEC platform,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://www.sciencedirect.com/science/article/pii/S1383762125001195,[],"[""https://www.sciencedirect.com/science/article/pii/S1383762125001195""]",,,"{""sciencedirect_pii"": [""S1383762125001195""]}","[""ScienceDirect""]",1,1,2025-06-01T03:31:49,2025-06-01T03:31:49
gsa-2abd78050376,Multi-RAT Network Slicing for Heterogeneous MEC-Enabled Internet of Things,2025,True,6,"[""computing_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11010137/,[],"[""https://ieeexplore.ieee.org/abstract/document/11010137/""]",,,"{""ieee_document_id"": [""11010137""]}","[""IEEE Xplore""]",1,1,2025-05-30T23:11:35,2025-05-30T23:11:35
gsa-234c6f3362bd,Fully-Decentralized Multi-MNO Interoperability of MEC-Enabled Cooperative Autonomous Mobility,2025,True,5,"[""computing_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11002576/,[],"[""https://ieeexplore.ieee.org/abstract/document/11002576/""]",,,"{""ieee_document_id"": [""11002576""]}","[""IEEE Xplore""]",2,2,2025-05-26T05:01:12,2025-05-30T23:11:35
gsa-d3c2f3a695cc,CADEC: A Combinatorial Auction for Dynamic Distributed DNN Inference Scheduling in Edge-Cloud Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/10989500/,[],"[""https://ieeexplore.ieee.org/abstract/document/10989500/""]",,,"{""ieee_document_id"": [""10989500""]}","[""IEEE Xplore""]",1,1,2025-05-30T23:11:35,2025-05-30T23:11:35
gsa-b33026f33ee9,Trustworthy AI for 6G-IoV: A Privacy-Preserved Distributed Multiagent Federated DRL for Dynamic Electric Vehicle Charging and Task Offloading,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11009164/,[],"[""https://ieeexplore.ieee.org/abstract/document/11009164/""]",,,"{""ieee_document_id"": [""11009164""]}","[""IEEE Xplore""]",1,1,2025-05-27T06:11:46,2025-05-27T06:11:46
gsa-abce9a0f6aaa,"Fairness-Guaranteed Joint Access Control, 3-D UAV Trajectory Planning, and Task Scheduling in AGINs",2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11002721/,[],"[""https://ieeexplore.ieee.org/abstract/document/11002721/""]",,,"{""ieee_document_id"": [""11002721""]}","[""IEEE Xplore""]",1,1,2025-05-27T06:11:46,2025-05-27T06:11:46
gsa-1b96a3132ce5,Distributed Multi-objective DRL for Edge Offloading in Time-varying and Heterogeneous AGI-MEC Environments,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11014560/,[],"[""https://ieeexplore.ieee.org/abstract/document/11014560/""]",,,"{""ieee_document_id"": [""11014560""]}","[""IEEE Xplore""]",1,1,2025-05-27T06:11:46,2025-05-27T06:11:46
gsa-924e9cdcdbeb,Peer-driven task scheduling and resource allocation for enhanced performance in industrial IoT systems,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://www.nature.com/articles/s41598-025-98910-3,[],"[""https://www.nature.com/articles/s41598-025-98910-3""]",10.1038/s41598-025-98910-3,,"{""doi"": [""10.1038/s41598-025-98910-3""]}","[""Nature""]",1,1,2025-05-26T05:01:12,2025-05-26T05:01:12
gsa-9a64237f7552,Spatiotemporal Non-Uniformity-Aware Online Task Scheduling in Collaborative Edge Computing for Industrial Internet of Things,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://arxiv.org/pdf/2505.02597,"[""https://arxiv.org/pdf/2505.02597""]",[],,2505.02597,"{""arxiv_id"": [""2505.02597""]}","[""arXiv""]",2,2,2025-05-19T03:48:40,2025-05-25T01:25:16
gsa-acbb3097ae61,"An Inversion-free Fuzzy Zeroing Neural Network Under Adaptive Input Range Fuzzy Scheme: Design, Analysis, and Application",2025,True,5,"[""computing_context"", ""adaptive_learning_context"", ""network_context""]",,https://www.computer.org/csdl/journal/ai/5555/01/11008758/26TEdIOGykg,[],"[""https://www.computer.org/csdl/journal/ai/5555/01/11008758/26TEdIOGykg""]",,,{},"[""IEEE Computer Society""]",1,1,2025-05-25T01:25:16,2025-05-25T01:25:16
gsa-e32e74633511,MEC Task Offloading in AIoT: A User-Centric DRL Model Splitting Inference Scheme,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://arxiv.org/pdf/2504.16729,"[""https://arxiv.org/pdf/2504.16729""]",[],,2504.16729,"{""arxiv_id"": [""2504.16729""]}","[""arXiv""]",1,1,2025-05-23T19:06:39,2025-05-23T19:06:39
gsa-16280b330fa0,Joint Encryption and Optimization for 6G MEC-Enabled IoT Networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/iel8/6287639/6514899/10979853.pdf,"[""https://ieeexplore.ieee.org/iel8/6287639/6514899/10979853.pdf""]",[],,,"{""ieee_document_id"": [""10979853""]}","[""IEEE Xplore""]",1,1,2025-05-23T19:06:39,2025-05-23T19:06:39
gsa-b44a2e87522c,Enhancing Dependability of Fog Computing Using Learning-based Task Scheduling,2025,True,8,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11007012/,[],"[""https://ieeexplore.ieee.org/abstract/document/11007012/""]",,,"{""ieee_document_id"": [""11007012""]}","[""IEEE Xplore""]",1,1,2025-05-23T19:06:39,2025-05-23T19:06:39
gsa-292a757e74a2,Joint Optimization of Task Offloading Content Caching and Resource Allocation in Vehicular Edge Computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://dl.acm.org/doi/pdf/10.1145/3732782,"[""https://dl.acm.org/doi/pdf/10.1145/3732782""]",[],10.1145/3732782,,"{""doi"": [""10.1145/3732782""]}","[""ACM Digital Library""]",2,2,2025-05-02T05:36:44,2025-05-19T03:48:40
gsa-7a8d6878fbfa,Modified grey wolf optimization for energy-efficient internet of things task scheduling in fog computing,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.nature.com/articles/s41598-025-99837-5,[],"[""https://www.nature.com/articles/s41598-025-99837-5""]",10.1038/s41598-025-99837-5,,"{""doi"": [""10.1038/s41598-025-99837-5""]}","[""Nature""]",1,1,2025-05-11T19:13:45,2025-05-11T19:13:45
